0.18232113	0.8176788
0.98921484	0.010785177
0.9892737	0.010726223
0.9891964	0.010803574
0.98922145	0.010778493
0.9838996	0.01610035
0.98773164	0.012268404
0.9886664	0.011333596
0.044761762	0.9552382
0.9892743	0.010725733
0.055607066	0.9443929
0.9889876	0.011012382
0.98928714	0.010712849
0.9891978	0.010802244
0.9892781	0.010721907
0.9714694	0.028530622
0.97752875	0.022471273
0.9892588	0.010741184
0.9890792	0.010920855
0.9892034	0.010796558
0.98927045	0.010729543
0.9892539	0.010746054
0.98913586	0.0108641945
0.98926765	0.010732332
0.9892826	0.010717444
0.9893022	0.010697778
0.98910743	0.010892592
0.989253	0.010746992
0.96868974	0.031310268
0.9892541	0.010745889
0.9831875	0.01681244
0.98919487	0.010805153
0.045822993	0.954177
0.97436255	0.025637403
0.12104003	0.87896
0.97045285	0.029547175
0.051709156	0.9482908
0.98426163	0.015738344
0.9734986	0.026501402
0.9891995	0.01080044
0.049688403	0.95031166
0.9888269	0.011173178
0.9851929	0.014807101
0.9879765	0.012023518
0.9892436	0.01075635
0.9835526	0.016447427
0.04641842	0.95358163
0.9892743	0.010725727
0.07547793	0.9245221
0.98869777	0.011302207
0.9713624	0.028637638
0.98921555	0.010784424
0.9670488	0.03295114
0.989247	0.01075292
0.9892526	0.010747424
0.9892567	0.010743349
0.9892771	0.010722853
0.08744484	0.9125552
0.9892876	0.010712383
0.9661197	0.03388021
0.98912966	0.010870283
0.989286	0.010714057
0.9738143	0.02618566
0.9881445	0.011855415
0.98928076	0.010719232
0.9892719	0.010728167
0.9891238	0.01087617
0.989253	0.010747023
0.045286767	0.9547132
0.39539492	0.6046051
0.48050684	0.51949316
0.98928726	0.010712778
0.06980663	0.9301933
0.96940684	0.030593121
0.9892524	0.010747663
0.9892786	0.010721367
0.98891956	0.011080428
0.9892575	0.010742457
0.96719766	0.032802295
0.9838562	0.016143806
0.9888502	0.011149849
0.042926546	0.95707345
0.98921424	0.010785746
0.9891878	0.010812276
0.97696567	0.023034317
0.98925054	0.010749452
0.9892775	0.010722571
0.98923993	0.010760054
0.9892936	0.010706478
0.9891788	0.010821167
0.046747748	0.9532522
0.989272	0.010728004
0.9710575	0.028942572
0.98791087	0.012089116
0.98928154	0.010718392
0.9892392	0.010760796
0.9892782	0.010721862
0.9647491	0.035250958
0.9892414	0.0107586235
0.98926836	0.010731592
0.9891171	0.010882892
0.9891406	0.010859415
0.9892721	0.010727893
0.98927665	0.010723344
0.9892462	0.010753763
0.98927796	0.010722055
0.9892545	0.010745467
0.9892568	0.010743176
0.9892237	0.010776339
0.989286	0.010713975
0.9745521	0.0254479
0.9892531	0.010746917
0.98902404	0.0109759215
0.98926765	0.010732291
0.111967966	0.888032
0.9884675	0.011532454
0.97188145	0.028118525
0.9817764	0.018223522
0.9891832	0.010816733
0.98625004	0.013749936
0.98927456	0.010725459
0.97183514	0.028164864
0.9892145	0.010785544
0.9892545	0.010745461
0.9892797	0.010720366
0.062414315	0.93758565
0.98921317	0.010786836
0.9892707	0.010729259
0.052615218	0.9473848
0.98923486	0.010765112
0.9891271	0.010872898
0.9892569	0.010743081
0.9891587	0.010841241
0.9889516	0.011048424
0.9840687	0.015931295
0.048311796	0.9516882
0.9869332	0.0130668795
0.98928165	0.010718271
0.9892569	0.010743106
0.98928666	0.010713333
0.9891761	0.010823925
0.98360276	0.016397264
0.09207985	0.9079201
0.9892771	0.010722894
0.9892831	0.010716891
0.9892651	0.01073494
0.98924726	0.010752723
0.0498937	0.95010626
0.95212275	0.047877233
0.9892697	0.010730333
0.9555303	0.044469763
0.989195	0.01080498
0.95571035	0.044289645
0.9738564	0.026143571
0.98926044	0.010739558
0.9690458	0.030954173
0.9892812	0.010718797
0.9891278	0.010872206
0.98927516	0.010724902
0.9890197	0.010980313
0.98926824	0.0107317595
0.9891986	0.010801398
0.059616134	0.9403839
0.98812616	0.011873841
0.9890611	0.010938953
0.067245394	0.9327546
0.29254618	0.7074538
0.98865336	0.011346624
0.9892039	0.01079614
0.9727466	0.027253412
0.9892663	0.0107337395
0.98915404	0.0108459415
0.9884674	0.011532563
0.9890854	0.010914587
0.9888199	0.0111801615
0.9459779	0.05402208
0.989262	0.010738059
0.9892601	0.010739944
0.98922986	0.010770145
0.98775846	0.012241576
0.10070568	0.89929426
0.989281	0.01071904
0.984338	0.015662016
0.98848826	0.011511685
0.9891216	0.010878335
0.9892783	0.010721695
0.9692673	0.030732717
0.046884384	0.95311564
0.98928213	0.010717919
0.970037	0.029963017
0.98713183	0.012868119
0.97425646	0.025743535
0.98926103	0.010739016
0.98924553	0.01075454
0.9892075	0.010792495
0.98925376	0.010746217
0.9892336	0.0107664475
0.9892497	0.0107502425
0.98926455	0.010735476
0.98917305	0.0108269015
0.9892637	0.010736246
0.054129254	0.94587076
0.989287	0.010712969
0.9892547	0.0107452795
0.96979564	0.030204376
0.9892754	0.010724614
0.9808992	0.019100752
