0.81456864	0.18539849	3.9547276e-06	5.820601e-06	5.2472033e-06	5.6416384e-06	7.2392686e-06	4.9052956e-06
0.9951533	0.0048217447	3.465151e-06	4.4138915e-06	4.245575e-06	3.889759e-06	4.663466e-06	4.29721e-06
0.0060884613	0.993889	3.007089e-06	4.336961e-06	4.055992e-06	3.8707567e-06	4.165567e-06	3.019941e-06
0.0029716697	0.9970022	3.4468992e-06	4.831739e-06	4.7920944e-06	4.5360775e-06	5.086211e-06	3.3760227e-06
0.0028210112	0.9971517	3.598738e-06	5.00794e-06	5.087357e-06	4.7402464e-06	5.3803496e-06	3.5303067e-06
0.0030921644	0.99688256	3.364895e-06	4.7392114e-06	4.6241066e-06	4.4190065e-06	4.909359e-06	3.2940898e-06
0.9951174	0.004857322	3.4251734e-06	4.5377124e-06	4.257785e-06	3.912096e-06	4.8658967e-06	4.309178e-06
0.00799758	0.9919784	3.1958787e-06	4.6033733e-06	4.341622e-06	4.1035814e-06	4.505291e-06	3.2342627e-06
0.0053603295	0.99461716	3.011879e-06	4.3390082e-06	4.0778905e-06	3.8951744e-06	4.181137e-06	3.0026583e-06
0.0059728343	0.9940049	2.9810942e-06	4.300438e-06	4.0395216e-06	3.8447397e-06	4.153802e-06	2.9892649e-06
0.9897686	0.01021062	2.5259612e-06	3.9516576e-06	3.278965e-06	3.5450548e-06	4.2260554e-06	3.2269104e-06
0.98854953	0.011431925	2.351828e-06	3.462457e-06	2.9382634e-06	3.1187758e-06	3.7783927e-06	2.8677828e-06
0.0060242955	0.9939534	2.9811447e-06	4.27687e-06	4.024459e-06	3.8405974e-06	4.1838416e-06	3.0048984e-06
0.0029467463	0.997027	3.466203e-06	4.853695e-06	4.8296247e-06	4.5639003e-06	5.126098e-06	3.3961926e-06
0.004267928	0.9957093	3.0605456e-06	4.3894715e-06	4.109312e-06	3.9660454e-06	4.274912e-06	3.005319e-06
0.99388325	0.006093442	3.0289166e-06	4.2947395e-06	3.8066016e-06	3.8047797e-06	4.556223e-06	3.8054727e-06
0.99320495	0.0067734374	2.7942278e-06	3.925231e-06	3.5738617e-06	3.5721987e-06	4.232998e-06	3.5017636e-06
0.9934684	0.006509766	2.8492007e-06	3.8854514e-06	3.688701e-06	3.4993068e-06	4.2865813e-06	3.5874186e-06
0.99135596	0.008622829	2.638067e-06	4.039833e-06	3.4068544e-06	3.5362223e-06	4.311747e-06	3.2928106e-06
0.0028184666	0.99715424	3.5977077e-06	5.005728e-06	5.0863655e-06	4.739581e-06	5.382196e-06	3.5309556e-06
